date,hour,ping,download,upload,WLAN,Cell,latitude,longitude,room,floor,name
05/02/22,10:39:00,22,27.197,92.468,--:--,--:--,43.7095039060835,5.50648070685554,bat C Deg no 3,Nv1,Noah
05/02/22,10:40:00,23,93.246,82.688,--:--,--:--,43.7095337382209,5.50648895518086,bat C Deg no 3,Nv1,Noah
05/02/22,10:41:00,22,93.559,92.53,--:--,--:--,43.7095171512774,5.50651110198047,bat C Deg no 3,Nv1,Noah
05/02/22,10:43:00,28,75.525,90.812,--:--,--:--,43.7094967539693,5.50651751590803,bat C Deg no 3,Nv1,Noah
05/02/22,10:46:00,24,10.321,14.584,--:--,--:--,43.709627516734,5.50685438507168,bat D D32,Nv1,Noah
05/02/22,10:48:00,71,12.578,46.595,--:--,--:--,43.7097123055637,5.50707787241623,bat D - D23 D30,Nv1,Noah
05/02/22,10:50:00,25,5.846,34.635,--:--,--:--,43.7097989616353,5.5072434413903,bat D Deg no 4,Nv1,Noah
05/02/22,10:52:00,23,13.314,27.085,--:--,--:--,43.7097714212764,5.50726592669133,bat D Deg no 4,Nv1,Noah
05/02/22,10:53:00,24,4.543,1.457,--:--,--:--,43.7097474551298,5.50725841735601,bat D Deg no 4,Nv1,Noah
05/02/22,10:56:00,25,11.997,2.575,--:--,--:--,43.7095205563175,5.50637505391722,bat D escalier Deg4,Nv1,Noah
05/02/22,11:22:00,23,68.283,55.625,--:--,--:--,43.7096486199751,5.50600171252026,CDI,RdC,Noah
05/02/22,11:23:00,22,74.056,61.381,--:--,--:--,43.709611934076,5.50603526007211,CDI,RdC,Noah
05/02/22,11:24:00,23,63.636,55.634,--:--,--:--,43.7096336897589,5.5059400913423,CDI,RdC,Noah
05/02/22,11:25:00,24,55.403,54.827,--:--,--:--,43.7096315954031,5.5059300934237,CDI,RdC,Noah
05/02/22,11:27:00,22,64.862,56.58,--:--,--:--,43.7097781625249,5.50612276815008,CDI -----,RdC,Noah
05/02/22,11:28:00,22,77.221,61.39,--:--,--:--,43.7097346443333,5.50614368535884,CDI,RdC,Noah
05/02/22,11:30:00,22,68.407,56.287,--:--,--:--,43.7097516751184,5.50604011506286,CDI ,RdC,Noah
05/02/22,11:31:00,24,65.329,55.987,--:--,--:--,43.7097038107884,5.50606826735506,CDI,RdC,Noah
05/02/22,11:32:00,22,72.319,54.066,--:--,--:--,43.709717361073,5.50600887867776,CDI,RdC,Noah
05/02/22,11:32:00,22,59.07,52.876,--:--,--:--,43.7096814740373,5.50606768874152,CDI,RdC,Noah
05/02/22,11:34:00,22,58.334,55.987,--:--,--:--,43.7096482618929,5.50603792174948,CDI,RdC,Noah
05/02/22,11:34:00,22,50.906,55.658,--:--,--:--,43.7096681759373,5.50601865167332,CDI,RdC,Noah
05/02/22,11:35:00,23,115.412,108.561,--:--,--:--,43.7096178073591,5.50603928168928,CDI,RdC,Noah
05/02/22,11:37:00,22,114.841,118.818,--:--,--:--,43.7096390494902,5.50593964571848,CDI,RdC,Noah
05/02/22,11:38:00,22,91.367,119.422,--:--,--:--,43.70957699365,5.50596100863629,CDI,RdC,Noah
05/02/22,15:01:00,23,4.331,12.974,--:--,--:--,43.7095002931962,5.50668220447022,SI,RdC,Noah
05/02/22,15:03:00,23,3.216,10.001,--:--,--:--,43.7095393926274,5.50652163933583,SI,RdC,Noah
05/02/22,15:05:00,22,95.658,61.876,--:--,--:--,43.7094520336785,5.506482959572,SI,RdC,Noah
05/02/22,15:11:00,24,3.564,6.165,--:--,--:--,43.709644978702,5.50743933933447,d28,Nv1,Noah
05/02/22,15:15:00,23,3.885,6.105,--:--,--:--,43.709644978702,5.50743933933447,d28,Nv1,Noah
05/02/22,15:20:00,24,2.476,6.286,--:--,--:--,43.709644978702,5.50743933933447,d28,Nv1,Noah
05/02/22,15:25:00,24,1.274,8.565,--:--,--:--,43.709644978702,5.50743933933447,d28,Nv1,Noah
05/02/22,15:32:00,24,4.79,11.586,--:--,--:--,43.709644978702,5.50743933933447,d28,Nv1,Noah
05/02/22,15:36:00,24,2.75,9.206,--:--,--:--,43.709644978702,5.50743933933447,d28,Nv1,Noah
05/02/22,15:42:00,25,1.185,0.036,--:--,--:--,43.709644978702,5.50743933933447,d28,Nv1,Noah
05/02/22,15:50:00,23,0.1,0.332,--:--,--:--,43.709644978702,5.50743933933447,d28,Nv1,Noah
05/02/22,15:56:00,24,1.666,0.366,--:--,--:--,43.709644978702,5.50743933933447,d28,Nv1,Noah
05/02/22,16:00:00,24,0.532,3.164,--:--,--:--,43.709644978702,5.50743933933447,d28,Nv1,Noah
05/02/22,16:02:00,26,0,0.258,--:--,--:--,43.709644978702,5.50743933933447,d28,Nv1,Noah
05/04/22,09:00:00,22,1.432,1.343,--:--,--:--,43.7092901799014,5.50639504186046,F13,RdC,Noah
05/04/22,09:01:00,23,3.517,3.244,--:--,--:--,43.7092874261039,5.50636808507312,f13,RdC,Noah
05/04/22,09:02:00,22,3.598,9.459,--:--,--:--,43.7092787234759,5.50633305449529,f13,RdC,Noah
05/04/22,09:03:00,22,11.707,29.929,--:--,--:--,43.7093092063016,5.50633616361395,f13,RdC,Noah
05/04/22,09:05:00,23,6.828,26.046,--:--,--:--,43.70932260794,5.50635480812622,f13,RdC,Noah
05/04/22,09:06:00,23,4.952,9.475,--:--,--:--,43.7093032024734,5.50635643033098,f13,RdC,Noah
05/04/22,09:09:00,23,88.609,109.184,--:--,--:--,43.7097270025589,5.50709246197695,bat D,RdC,Noah
05/04/22,09:10:00,22,77.311,112.682,--:--,--:--,43.7097530354505,5.5071600958774,bat D,RdC,Noah
05/04/22,09:11:00,23,28.98,88.14,--:--,--:--,43.7097569772872,5.50723615570402,bat D,RdC,Noah
05/04/22,09:12:00,24,29.924,45.69,--:--,--:--,43.7097379735864,5.50725317895578,bat D,RdC,Noah
05/04/22,09:13:00,23,25.086,99.017,--:--,--:--,43.709733773212,5.50730042006992,bat D,RdC,Noah
05/04/22,09:14:00,23,48.388,99.856,--:--,--:--,43.7096861351226,5.50733615406082,bat D,RdC,Noah
05/04/22,09:15:00,23,46.767,75.756,--:--,--:--,43.709640330235,5.50737538633655,bat D,RdC,Noah
05/04/22,09:16:00,44,39.681,112.897,--:--,--:--,43.7096221666401,5.50739082183128,bat D,RdC,Noah
05/04/22,09:17:00,22,31.762,53.506,--:--,--:--,43.709671972275,5.50727323111539,bat D,RdC,Noah
05/04/22,09:21:00,25,34.961,83.444,--:--,--:--,43.7096835809317,5.50729962689897,bat D,RdC,Noah
05/04/22,09:23:00,23,18.002,54.037,--:--,--:--,43.7097149593476,5.50728058331322,bat D escalier est,RdC,Noah
05/04/22,09:24:00,23,33.874,92.58,--:--,--:--,43.7097293823827,5.50727591854113,bat D escalier est,RdC,Noah
05/04/22,09:25:00,24,26.314,102.696,--:--,--:--,43.7097180071971,5.50723400647715,bat D escalier est,RdC,Noah
05/04/22,09:26:00,24,7.417,13.986,--:--,--:--,43.7096918318037,5.50722284208348,bat D escalier est,RdC,Noah
05/04/22,09:29:00,22,22.062,70.892,--:--,--:--,43.7096381480088,5.5062338411864,bat A,Nv1,Noah
05/04/22,09:30:00,23,62.286,96.256,--:--,--:--,43.709697268875,5.50621313895448,bat A,Nv1,Noah
05/04/22,09:31:00,23,28.342,23.402,--:--,--:--,43.7097894296266,5.5061391587823,bat A,Nv1,Noah
05/04/22,09:33:00,22,34.509,26.188,--:--,--:--,43.7098316202267,5.50611362713875,bat A Deg 2,Nv1,Noah
05/04/22,09:34:00,23,33.018,29.176,--:--,--:--,43.7098499500012,5.50615277561141,bat A Deg 2,Nv1,Noah
05/04/22,09:35:00,24,1.782,103.732,--:--,--:--,43.709877643246,5.50607235281748,bat A Deg 2,Nv1,Noah
05/04/22,09:36:00,22,66.201,108.289,--:--,--:--,43.7099315200507,5.50605087313875,bat A Dg 2,Nv1,Noah
05/04/22,09:37:00,22,85.021,117.046,--:--,--:--,43.7099764152606,5.50606228401807,bat A Deg 2,Nv1,Noah
05/04/22,09:39:00,22,48.486,67.318,--:--,--:--,43.709988236446,5.50602478087592,bat A Deg 2,Nv1,Noah
05/04/22,09:40:00,23,59.642,54.297,--:--,--:--,43.7099119024149,5.50612416815409,bat A Deg 2,Nv1,Noah
05/04/22,09:41:00,24,56.218,66.804,--:--,--:--,43.7098874981144,5.50609093628688,bat A escalier ,RdC,Noah
05/04/22,09:45:00,22,108.736,108.211,--:--,--:--,43.7100752146845,5.50644210301934,zone 8,RdC,Noah
05/04/22,09:46:00,22,83.336,115.277,--:--,--:--,43.7100935862712,5.50634803709164,zone 8,RdC,Noah
05/04/22,09:47:00,22,114.727,107.036,--:--,--:--,43.7100721643038,5.50624706439575,zone 8,RdC,Noah
05/04/22,09:49:00,22,97.058,67.605,--:--,--:--,43.7100308433653,5.50615412959834,zone 8,RdC,Noah
05/04/22,09:50:00,22,73.394,115.048,--:--,--:--,43.7099721302382,5.50629688968033,zone 8,RdC,Noah
05/04/22,09:51:00,22,8.413,51.895,--:--,--:--,43.7098884403717,5.50640768893106,zone 8,RdC,Noah
05/04/22,09:53:00,23,5.937,5.559,--:--,--:--,43.7098671202866,5.50637976893972,bat B escalier secours ,Nv1,Noah
05/04/22,09:57:00,22,37.467,80.228,--:--,--:--,43.7097339184836,5.50622533121259,zone 8,RdC,Noah
05/04/22,09:59:00,23,26.691,52.139,--:--,--:--,43.7099309132159,5.50621778508992,zone 8,RdC,Noah
05/04/22,10:01:00,23,3.099,12.318,--:--,--:--,43.7101894858043,5.5066563876899,zone 8,RdC,Noah
05/04/22,10:03:00,22,6.414,17.838,--:--,--:--,43.7101354513424,5.50658977760781,zone 8,RdC,Noah
05/04/22,14:04:00,22,49.746,73.392,--:--,--:--,43.7096347207952,5.50681152958811,bat C D Deg 4,RdC,Noah
05/04/22,14:05:00,23,34.086,69.259,--:--,--:--,43.7096565973939,5.50678864011431,bat C D Deg 4,RdC,Noah
05/04/22,14:06:00,22,60.136,84.829,--:--,--:--,43.7096341105377,5.50678468776954,bat C D Deg 4,RdC,Noah
05/04/22,14:08:00,23,22.951,67.349,--:--,--:--,43.7096178436345,5.50678058320744,bat C D Deg 4,RdC,Noah
05/04/22,14:09:00,22,39.617,68.639,--:--,--:--,43.7096438769631,5.50677040174222,bat C D Deg 4,RdC,Noah
05/04/22,14:10:00,22,49.432,98.149,--:--,--:--,43.7096205550114,5.50683020582312,bat C D Deg 4,RdC,Noah
05/04/22,14:12:00,22,62.43,84.878,--:--,--:--,43.7096699248615,5.50679423330823,bat C D Deg 4,RdC,Noah
05/06/22,11:19:00,22,29.616,25.857,--:--,--:--,43.709745025383,5.50652385425687,b15 ,RdC,Noah
05/06/22,12:35:00,22,75.247,67.359,--:--,--:--,43.7096142138873,5.50738128541164,bat D,Nv1,Noah
05/06/22,12:36:00,22,76.43,60.111,--:--,--:--,43.709657147179,5.50735414116778,bat D,Nv1,Noah
05/06/22,12:37:00,22,53.482,65.475,--:--,--:--,43.7097126431727,5.5073060876029,bat D,Nv1,Noah
05/06/22,12:38:00,22,115.91,83.161,--:--,--:--,43.7097581402351,5.50728584404627,bat D,Nv1,Noah
05/06/22,12:40:00,22,110.656,110.272,--:--,--:--,43.7097970500461,5.50724149911093,bat D,Nv1,Noah
05/06/22,12:41:00,22,91.19,119,--:--,--:--,43.7097531532311,5.50723555037084,bat D,Nv1,Noah
05/06/22,12:43:00,23,80.084,103.903,--:--,--:--,43.7097506533374,5.50717684087147,bat D,Nv1,Noah
05/06/22,12:43:00,24,55.247,55.013,--:--,--:--,43.7097337920328,5.50713425082952,bat D,Nv1,Noah
05/06/22,12:46:00,41,16.391,47.629,--:--,--:--,43.7095802914155,5.50678516025792,bat C D Deg 3,Nv1,Noah
05/06/22,12:47:00,23,21.52,24.902,--:--,--:--,43.7095563752144,5.50680056749715,bat CD Deg 3,Nv1,Noah
05/06/22,12:49:00,29,25.622,47.414,--:--,--:--,43.709558025563,5.50687345438172,escalierbat CD,Nv1,Noah
05/06/22,12:50:00,22,58.927,36.749,--:--,--:--,43.7095271421201,5.5068241148029,bat CD escalier ,RdC,Noah
05/06/22,12:51:00,23,11.325,37.023,--:--,--:--,43.7095933417763,5.50682894822839,bat CD Deg 4,RdC,Noah
05/06/22,12:52:00,22,22.259,23.2,--:--,--:--,43.7096401608457,5.50690599674562,bat C,RdC,Noah
05/06/22,12:53:00,23,33.138,45.919,--:--,--:--,43.7096497955952,5.50693591481519,bat D,RdC,Noah
05/06/22,12:54:00,24,27.016,50.618,--:--,--:--,43.7096667665639,5.50698543245645,bat D,RdC,Noah
05/06/22,12:55:00,23,25.984,51.241,--:--,--:--,43.7096780193446,5.50701223631862,bat D,RdC,Noah
05/06/22,12:56:00,22,9.281,54.038,--:--,--:--,43.7096964354746,5.50704559236092,bat D,RdC,Noah
05/06/22,12:57:00,23,64.226,53.682,--:--,--:--,43.7097102083913,5.50708988866069,bat D,RdC,Noah
05/06/22,12:58:00,24,44.08,51.241,--:--,--:--,43.7097254892114,5.5071432408414,bat D,RdC,Noah
05/06/22,12:59:00,23,55.666,53.859,--:--,--:--,43.7097533158956,5.50717607999022,bat D,RdC,Noah
05/06/22,13:00:00,22,65.544,54.456,--:--,--:--,43.7097733595107,5.50723518382156,bat D,RdC,Noah
05/06/22,13:01:00,22,19.004,89.503,--:--,--:--,43.7097972426612,5.50724838641463,bat D,RdC,Noah
05/06/22,13:02:00,22,108.421,108.439,--:--,--:--,43.7097627756527,5.50729246351699,bat D,RdC,Noah
05/06/22,13:03:00,22,108.728,117.846,--:--,--:--,43.7097303290352,5.50730280226796,bat D,RdC,Noah
05/06/22,13:04:00,22,84.922,114.376,--:--,--:--,43.7097060780374,5.5073342353391,bat D,RdC,Noah
05/06/22,13:06:00,22,82.021,97.25,--:--,--:--,43.7096620849981,5.50735837640957,bat D,RdC,Noah
05/06/22,13:08:00,22,113.333,86.872,--:--,--:--,43.7096350333409,5.50737916628029,bat D,RdC,Noah
05/06/22,13:08:00,31,108.297,118.295,--:--,--:--,43.7096137285595,5.50739677301232,bat D,RdC,Noah
05/06/22,13:10:00,22,112.017,117.23,--:--,--:--,43.7096653925157,5.50726038838303,bat D ,RdC,Noah
05/06/22,13:12:00,22,5.303,10.444,--:--,--:--,43.7096800120283,5.50719340287228,D 17,RdC,Noah
05/06/22,15:14:00,35,53.729,65.971,--:--,--:--,43.7098330427968,5.50649930428389,b26,RdC,Noah
05/06/22,15:15:00,33,75.755,101.698,--:--,--:--,43.7097993618061,5.50654043078998,b26,Nv1,Noah
05/06/22,15:19:00,66,58.025,110.529,--:--,--:--,43.7098358868656,5.50642867861035,svt labo,Nv1,Noah
05/06/22,15:20:00,23,91.551,83.965,--:--,--:--,43.7098341898123,5.50646606779293,svt labo,Nv1,Noah
05/06/22,15:21:00,22,49.915,88.731,--:--,--:--,43.7098214509002,5.50641202286798,svt labo,Nv1,Noah
05/06/22,15:22:00,23,108.63,105.629,--:--,--:--,43.7097950457752,5.5064062755832,svt labo,Nv1,Noah
05/06/22,15:23:00,23,70.033,54.238,--:--,--:--,43.7097802207222,5.50644236576247,svt labo,Nv1,Noah
05/06/22,15:24:00,23,50.402,109.905,--:--,--:--,43.7098128657282,5.50645107629492,svt labo,Nv1,Noah
05/06/22,15:38:00,22,37.652,54.166,--:--,--:--,43.7096079561261,5.50655223187246,extérieur BD,RdC,Noah
05/06/22,15:39:00,23,48.581,52.991,--:--,--:--,43.7096951616846,5.50653057061007,extérieur BD,RdC,Noah
05/06/22,15:40:00,23,59.215,55.752,--:--,--:--,43.7097384477606,5.50656147356582,extérieur BD,RdC,Noah
05/06/22,15:41:00,22,28.33,48.143,--:--,--:--,43.7094654219234,5.50672830073063,extérieur BD,RdC,Noah
05/06/22,15:43:00,22,30.743,78.138,--:--,--:--,43.7098883253388,5.5065918584304,extérieur BD,RdC,Noah
05/06/22,15:44:00,23,53.242,83.439,--:--,--:--,43.7098800344226,5.50664104564626,extérieur BD,RdC,Noah
05/06/22,15:46:00,22,52.479,70.563,--:--,--:--,43.7098270143131,5.50666716451838,extérieur BD,RdC,Noah
05/06/22,15:47:00,23,34.361,68.133,--:--,--:--,43.7097857700733,5.50670163792037,extérieur BD,RdC,Noah
05/06/22,15:48:00,23,20.354,55.595,--:--,--:--,43.7097734169165,5.50662742341979,extérieur BD,RdC,Noah
05/06/22,15:49:00,23,18.513,24.627,--:--,--:--,43.7096656971784,5.50657691839155,extérieur BD,RdC,Noah
05/06/22,15:50:00,22,7.059,6.195,--:--,--:--,43.7099480620764,5.50663924364631,extérieur BD,RdC,Noah
05/06/22,15:51:00,22,48.906,58.699,--:--,--:--,43.7100085274744,5.50665619705157,extérieur BD,RdC,Noah
05/06/22,15:53:00,23,0.247,6.073,--:--,--:--,43.7101009097583,5.50669024483824,extérieur BD,RdC,Noah
05/09/22,09:04:00,23,74.39,87.094,--:--,--:--,43.7099790194525,5.50618706846413,A25,Nv1,Noah
05/09/22,09:06:00,23,74.73,91.945,--:--,--:--,43.7099708901155,5.50615359968998,A25,Nv1,Noah
05/09/22,09:11:00,23,103.388,101.157,--:--,--:--,43.7099708901155,5.50615359968998,A25,Nv1,Noah
05/09/22,09:59:00,22,32.237,42.528,--:--,--:--,43.7098269328284,5.5061961823414,a27,Nv1,Noah
05/09/22,10:01:00,23,29.995,32.122,--:--,--:--,43.7098620879773,5.50620475794611,a27,Nv1,Noah
05/09/22,11:40:00,22,109.787,99.316,--:--,--:--,43.7096182588054,5.5060127333322,CDI,RdC,Noah
05/09/22,12:49:00,23,15.791,31.181,--:--,--:--,43.7091897890764,5.50664849793196,ext zone 1,RdC,Noah
05/09/22,12:50:00,23,37.095,42.666,--:--,--:--,43.7091627015634,5.5066768474212,ext zone 1,RdC,Noah
05/09/22,12:51:00,23,0.007,21.686,--:--,--:--,43.7091411695409,5.50661989103352,ext zone 1,RdC,Noah
05/09/22,12:52:00,22,65.865,20.019,--:--,--:--,43.7091024794892,5.50664993342684,ext zone 1,RdC,Noah
05/09/22,12:54:00,22,60.176,39.864,--:--,--:--,43.7090594445413,5.50666766051546,ext zone 1,RdC,Noah
05/09/22,12:57:00,23,14.192,6.094,--:--,--:--,43.7090304485845,5.506689327424,ext zone 1,RdC,Noah
05/09/22,12:58:00,23,69.05,90.45,--:--,--:--,43.7090323047672,5.50678567425405,ext zone 1,RdC,Noah
05/09/22,12:59:00,22,37.958,57.539,--:--,--:--,43.7090108250033,5.50669847373518,ext zone 1,RdC,Noah
05/09/22,13:01:00,22,48.656,70.709,--:--,--:--,43.7089839347925,5.50681180700451,ext zone 1,RdC,Noah
05/09/22,13:02:00,23,18.492,60.881,--:--,--:--,43.708950010516,5.50672457077496,ext zone 1,RdC,Noah
05/09/22,13:03:00,23,3.12,25.926,--:--,--:--,43.7089135124201,5.50667218398849,ext zone 1,RdC,Noah
05/09/22,13:04:00,22,24.039,33.338,--:--,--:--,43.7088955293967,5.5065864195825,ext zone 1,RdC,Noah
05/09/22,13:06:00,45,32.499,63.89,--:--,--:--,43.7089981598043,5.50667914264014,ext zone 1,RdC,Noah
05/09/22,13:54:00,23,40.146,51.812,--:--,--:--,43.7097491770055,5.50697917753652,D12,RdC,Noah
05/09/22,13:55:00,22,34.073,48.453,--:--,--:--,43.7097220760355,5.5069491150783,D12,RdC,Noah
05/09/22,14:00:00,22,12.2,13.421,--:--,--:--,43.7097225116693,5.50692203722534,D12,RdC,Noah
05/09/22,14:02:00,23,4.454,5.854,--:--,--:--,43.7097189026333,5.50698130720429,D12,RdC,Noah
05/09/22,17:00:00,22,39.929,29.143,--:--,--:--,43.7096799168618,5.50735487266647,D28,Nv1,Noah
05/09/22,17:01:00,64,52.721,47.726,--:--,--:--,43.7096745312532,5.50740603364653,D28,Nv1,Noah
05/09/22,17:02:00,22,60.768,49.474,--:--,--:--,43.7096354978529,5.50738849015494,D28,Nv1,Noah
03/05/22,07:50:00,23,21.87,11.648,--:--,--:--,43.7099956523496,5.50600577277407,bat A,RdC,Ewan
03/05/22,07:54:00,28,66.608,86.558,--:--,--:--,43.7099956523496,5.50600577277407,bat A,RdC,Ewan
03/05/22,10:20:00,23,0.572,0.422,--:--,--:--,43.7099956523496,5.50600577277407,bat A,RdC,Ewan
03/05/22,10:26:00,24,1.196,6.985,--:--,--:--,43.7099956523496,5.50600577277407,bat A,RdC,Ewan
03/05/22,13:00:00,23,38.615,48.862,--:--,--:--,43.7094158049433,5.50643757558262,hall,RdC,Ewan
04/05/22,07:45:00,22,113.542,111.254,--:--,--:--,43.7099473352451,5.50606364821311,bat A,Nv1,Ewan
04/05/22,07:46:00,22,87.383,109.317,--:--,--:--,43.7099263559122,5.50603852453114,bat A,Nv1,Ewan
04/05/22,07:48:00,23,54.161,39.803,--:--,--:--,43.7098328623188,5.50611056599914,bat A,Nv1,Ewan
04/05/22,09:05:00,24,1.066,1.681,--:--,--:--,43.7092508344255,5.50639077763458,bat F,RdC,Ewan
04/05/22,09:10:00,25,67.094,96.228,--:--,--:--,43.7097309467764,5.50714104937313,bat D,RdC,Ewan
04/05/22,09:11:00,22,31.818,80.256,--:--,--:--,43.7097999556539,5.50725379100729,bat D,RdC,Ewan
04/05/22,09:12:00,23,40.525,70.912,--:--,--:--,43.7097459905126,5.50729566434276,bat D,RdC,Ewan
04/05/22,09:13:00,23,23.406,43.192,--:--,--:--,43.7095205563175,5.50637505391722,bat D,RdC,Ewan
04/05/22,09:14:00,24,56.237,99.14,--:--,--:--,43.7096285035968,5.50738256750003,bat D,RdC,Ewan
04/05/22,09:16:00,24,34.246,79.255,--:--,--:--,43.7095892813326,5.50741244336712,bat D,RdC,Ewan
04/05/22,09:17:00,23,58.111,106.057,--:--,--:--,43.7097218192905,5.5072656857073,bat D,RdC,Ewan
04/05/22,09:29:00,22,33.696,56.63,--:--,--:--,43.70967016992,5.50621960055065,bat A,Nv1,Ewan
04/05/22,09:32:00,24,47.697,98.644,--:--,--:--,43.7098872398895,5.50611999508462,bat A,Nv1,Ewan
04/05/22,09:33:00,22,17.871,17.185,--:--,--:--,43.7099282244327,5.50606652056842,bat A,Nv1,Ewan
04/05/22,09:35:00,22,13.483,70.522,--:--,--:--,43.7095205563175,5.50637505391722,bat A,Nv1,Ewan
05/05/22,07:56:00,22,17.765,0.032,--:--,--:--,43.7097623469499,5.50636682461865,bat B,Nv1,Ewan
06/05/22,10:04:00,22,114.091,100.699,--:--,--:--,43.7090135703234,5.50612651746198,bat F,RdC,Ewan
06/05/22,10:06:00,22,94.296,102.779,--:--,--:--,43.7090045275095,5.50607782437467,bat F,RdC,Ewan
06/05/22,15:33:00,22,77.525,59.668,--:--,--:--,43.7095205563175,5.50637505391722,bat B,RdC,Ewan
06/05/22,15:34:00,23,93.971,59.691,--:--,--:--,43.7097470229759,5.5064851410641,bat B,RdC,Ewan
09/05/22,07:53:00,23,0.007,2.061,--:--,--:--,43.7095524207038,5.5066842036822,bat D,Nv1,Ewan
09/05/22,07:56:00,22,89.787,77.633,--:--,--:--,43.7094902358455,5.50651566834941,bat D,Nv1,Ewan
09/05/22,08:02:00,23,73.663,107.29,--:--,--:--,43.7099084930779,5.50610322468233,bat A,Nv1,Ewan
09/05/22,08:04:00,23,66.145,107.374,--:--,--:--,43.7098934668031,5.50610724232138,bat D,Nv1,Ewan
09/05/22,08:06:00,23,25.223,94.754,--:--,--:--,43.7099271458193,5.50614967511928,bat A,Nv1,Ewan
10/05/22,07:43:00,23,10.859,13.626,--:--,--:--,43.7094470888197,5.50633804104126,hall,RdC,Ewan
10/05/22,07:46:00,25,10.753,12.425,--:--,--:--,43.709521080691,5.50636157855575,hall,RdC,Ewan
10/05/22,07:50:00,23,54.904,111.988,--:--,--:--,43.7100144676339,5.50652994661314,bat B,RdC,Ewan
05/13/22,12:14:00,23,91.431,111.233,--:--,--:--,43.7100144676339,5.50652994661314,bat B,RdC,Ewan
05/13/22,12:14:00,22,113.245,115.208,--:--,--:--,43.7100144676339,5.50652994661314,bat B,RdC,Ewan
05/16/22,13:38:00,23,115.405,94.594,--:--,--:--,43.7099058863614,5.5064769481036,hallbat B2,Nv1,Louis
05/16/22,13:39:00,22,116.103,86.707,--:--,--:--,43.7098865824649,5.50642980144636,bat B2 hall,Nv1,Louis
05/16/22,13:40:00,22,109.072,92.366,--:--,--:--,43.7098822877982,5.50646995034711,bat B2 hall,Nv1,Louis
05/16/22,13:41:00,22,114.182,97.56,--:--,--:--,43.7099190665484,5.50645689662764,bat B2 hall,Nv1,Louis
05/16/22,13:42:00,22,108.548,95.514,--:--,--:--,43.7099398589657,5.50648069036686,B2 Fond,Nv1,Louis
05/16/22,13:43:00,22,105.797,98.005,--:--,--:--,43.7099590487652,5.50651159557305,B2 Fond,Nv1,Louis
05/16/22,13:44:00,22,79.158,95.014,--:--,--:--,43.7099853676461,5.50651380979272,B2 Fond,Nv1,Louis
05/16/22,13:45:00,22,107.486,61.54,--:--,--:--,43.7100144047098,5.5065406171077,B2 Fond,Nv1,Louis
05/16/22,13:46:00,22,114.362,93.806,--:--,--:--,43.7100418012189,5.50654230007871,B2 Fond,Nv1,Louis
05/16/22,13:47:00,22,114.141,85.109,--:--,--:--,43.7100680627846,5.50654448279656,B2 Fond,Nv1,Louis
05/16/22,13:48:00,23,103.347,78.226,--:--,--:--,43.7100882711845,5.50656813329542,B2 Fond,Nv1,Louis
05/16/22,13:49:00,22,102.592,89.527,--:--,--:--,43.710107240084,5.50655749186078,B2 Fond,Nv1,Louis
05/16/22,11:17:00,22,113.759,104.254,--:--,--:--,43.7091262989359,5.50614708556751,salle F11,RdC,Arthur
05/16/22,11:18:00,22,82.79,105.082,--:--,--:--,43.7091335878855,5.50610484783203,sallef11,RdC,Arthur
05/16/22,11:19:00,22,113.163,102.171,--:--,--:--,43.7090538392355,5.50607088734174,salle F11,RdC,Arthur
05/16/22,11:21:00,22,99.766,105.126,--:--,--:--,43.7090411070458,5.50611078329487,salle F11,RdC,Arthur
05/16/22,07:43:00,23,28.32,86.434,--:--,--:--,43.7094986650849,5.50645212052473,hall,RdC,Idrisse
05/16/22,07:44:00,23,31.478,48.522,--:--,--:--,43.709585367426,5.50655678844458,hall,RdC,Idrisse
05/16/22,07:46:00,25,25.639,41.715,--:--,--:--,43.7096247751127,5.50669349623499,coin Culture ,RdC,Idrisse
05/16/22,07:47:00,23,36.204,56.579,--:--,--:--,43.7095638611745,5.50671545132093,coin Culture ,RdC,Idrisse
05/16/22,07:48:00,23,7.615,26.274,--:--,--:--,43.7094934657921,5.50645844342895,coin Culture ,RdC,Idrisse
05/16/22,07:49:00,22,22.258,41.756,--:--,--:--,43.7096674594687,5.5067905830052,coin Culture ,RdC,Idrisse
05/16/22,07:50:00,22,83.07,107.988,--:--,--:--,43.7096323113043,5.50688378906534,batiment D,RdC,Idrisse
05/16/22,07:51:00,22,67.135,102.631,--:--,--:--,43.7096510431464,5.50693362718198,batiment D,RdC,Idrisse
05/16/22,07:52:00,23,55.734,105.489,--:--,--:--,43.7096835581805,5.50701575223633,batiment D,RdC,Idrisse
05/16/22,07:54:00,23,50.203,97.378,--:--,--:--,43.7097186026958,5.5070848473319,batiment D,RdC,Idrisse
05/16/22,07:55:00,23,59.824,102.001,--:--,--:--,43.7097680669136,5.50721963568279,batiment D,RdC,Idrisse
05/16/22,07:56:00,23,19.608,26.379,--:--,--:--,43.7098017373985,5.50724919255399,batiment D,RdC,Idrisse
05/16/22,07:57:00,23,103.867,104.412,--:--,--:--,43.7097525955281,5.50729186454561,batiment D,RdC,Idrisse
05/16/22,07:59:00,22,99.159,104.071,--:--,--:--,43.7096882420765,5.50734342167152,batiment D,RdC,Idrisse
05/16/22,08:00:00,22,75.047,93.238,--:--,--:--,43.7096578803916,5.50736849099823,batiment D,RdC,Idrisse
